datebirth,age,gender,maritalstatus,education,educationfield,department,jobrole,joblevel,totalworkingyears,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,numcompaniesworked,trainingtimeslastyear,performancerating,percentsalaryhike,monthlyincome,monthlyrate,salary,standardhours,overtime,remotework,distancefromhome,businesstravel,attrition,environmentsatisfaction,jobinvolvement,jobsatisfaction,relationshipsatisfaction,worklifebalance
1989,34,M,Unknown,2,Technical Degree,Other, Sales Representative ,1,12,11,5,7,0,4,4,25,1923.33,5000.67,23080.0,Full Time,Yes,Yes,7,travel_rarely,No,2,3,3,2,3
1995,28,M,Single,3,Medical,Other, Research Scientist ,1,5,5,1,4,1,3,3,14,2661.456,4645.33,21440.0,Part Time,No,No,16,non-travel,No,3,3,3,3,2
1994,29,M,Married,3,Life Sciences,Other, Healthcare Representative ,2,6,5,0,2,0,5,3,12,4477.5,11641.5,53730.0,Part Time,No,No,1,non-travel,No,1,3,1,1,2
1965,58,F,Married,4,Medical,Other, Healthcare Representative ,3,40,40,15,6,1,3,3,12,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,23,travel_rarely,Yes,4,3,4,4,2
1985,38,M,Divorced,3,Life Sciences,Other, Sales Executive ,3,17,16,5,13,0,6,3,12,6999.825999999999,21682.23,100071.84,Part Time,Unknown,Yes,3,non-travel,No,1,3,3,3,2
1994,29,F,Married,1,Unknown,Other, Sales Executive ,3,11,11,4,1,1,5,3,14,6326.444,21682.23,100071.84,Part Time,Unknown,Yes,1,travel_frequently,No,2,3,4,4,3
1968,55,M,Single,3,Medical,Other, Manager ,5,37,36,4,13,0,2,3,14,15870.83,41264.17,190450.0,Full Time,Unknown,Yes,1,travel_rarely,No,4,3,1,3,3
1982,41,M,Unknown,4,Unknown,Other, Manager ,4,22,22,0,4,1,2,3,19,13692.616,34699.17,160150.0,Full Time,Unknown,Yes,2,non-travel,No,4,3,2,2,3
1984,39,M,Unknown,3,Unknown, Research & Development , Healthcare Representative ,3,19,18,3,7,0,5,3,17,8010.83,20828.17,53914.11,Full Time,No,Yes,1,travel_rarely,No,3,4,4,1,2
1985,38,M,Unknown,2,Life Sciences,Other, Research Director ,3,10,11,2,9,0,3,3,14,5564.165999999999,24938.33,115100.0,Full Time,Unknown,Yes,15,non-travel,No,3,2,4,2,3
1980,43,M,Unknown,3,Unknown,Other, Research Director ,4,25,25,3,9,1,3,3,11,12783.92,33238.2,53914.11,Full Time,No,Yes,12,non-travel,No,1,2,2,3,3
1992,31,F,Married,2,Unknown,Other, Manufacturing Director ,2,13,13,3,12,1,5,3,12,3588.33,9329.67,43060.0,Part Time,No,Yes,7,non-travel,No,2,3,1,2,1
1973,50,M,Married,4,Life Sciences, Research & Development , Manager ,4,28,27,15,7,0,2,3,15,14205.0,36933.0,170460.0,Full Time,No,Yes,29,travel_rarely,No,2,2,3,2,3
1990,33,F,Unknown,1,Life Sciences, Sales , Sales Representative ,1,3,2,2,2,0,2,3,19,2342.59,6090.75,28111.13,Part Time,Unknown,No,8,non-travel,No,2,2,4,4,2
1997,26,M,Married,3,Life Sciences,Other, Research Scientist ,1,6,3,1,2,6,2,3,14,1701.67,4424.33,53914.11,Full Time,Unknown,Yes,2,non-travel,Yes,1,3,1,2,3
1985,38,M,Unknown,4,Unknown,Other, Research Scientist ,1,8,2,2,2,3,2,3,16,2350.83,6112.17,28210.0,Full Time,No,No,3,travel_frequently,No,3,3,3,1,3
1977,46,M,Unknown,4,Medical,Other, Research Director ,5,23,2,2,2,9,0,3,17,15943.72,41453.67,191324.62,Full Time,No,Yes,1,non-travel,No,4,3,4,4,3
2002,21,F,Single,1,Unknown,Other, Research Scientist ,1,2,2,2,2,1,6,3,11,2448.572,4485.0,20700.0,Part Time,Yes,Yes,25,non-travel,No,4,2,2,3,4
1992,31,M,Married,3,Unknown,Other, Sales Representative ,1,3,2,2,2,0,4,3,12,2200.87,6047.17,27910.0,Part Time,No,No,20,travel_frequently,No,3,4,4,1,3
1988,35,M,Divorced,2,Marketing,Other, Sales Executive ,2,5,5,0,2,1,3,3,11,4247.388000000001,11681.39,53914.11,Part Time,Unknown,Yes,11,non-travel,No,4,3,4,4,3
1989,34,M,Single,2,Unknown,Other, Manufacturing Director ,2,7,3,0,2,2,3,3,11,2984.254,11681.39,53914.11,Part Time,No,Yes,2,non-travel,No,4,3,3,4,3
1990,33,F,Single,4,Unknown,Other, Sales Executive ,2,6,5,0,3,0,3,3,17,3911.988,17818.67,82240.0,Full Time,Unknown,Yes,9,non-travel,Yes,1,3,1,1,3
1992,31,M,Unknown,3,Medical, Research & Development , Laboratory Technician ,1,3,2,2,2,1,5,3,12,2200.87,5655.0,26100.0,Part Time,No,No,15,non-travel,Yes,3,3,3,3,2
1986,37,F,Unknown,2,Unknown,Other, Healthcare Representative ,2,9,6,1,3,7,2,3,13,4468.736,12417.17,57310.0,Full Time,No,No,25,travel_rarely,No,3,2,4,3,3
1996,27,M,Married,3,Unknown,Other, Research Scientist ,1,4,4,2,2,1,0,3,13,2115.83,5501.17,53914.11,Full Time,No,No,6,travel_rarely,No,4,2,3,3,3
1988,35,M,Married,4,Other,Other, Laboratory Technician ,1,2,2,2,2,1,2,3,13,1980.0,5148.0,23760.0,Part Time,Unknown,Yes,4,travel_frequently,No,4,2,4,2,4
1967,56,F,Divorced,4,Unknown,Other, Manager ,5,28,5,4,2,4,2,3,13,15943.72,41453.67,191324.62,Full Time,No,No,4,non-travel,No,4,3,1,4,3
1978,45,F,Unknown,3,Medical, Research & Development , Research Scientist ,1,13,3,0,2,4,2,3,19,3846.5880000000006,6090.75,28111.13,Part Time,Yes,Yes,7,non-travel,No,1,3,3,3,3
1980,43,M,Unknown,3,Life Sciences,Other, Human Resources ,1,10,9,1,8,0,5,3,13,2949.17,7667.83,35390.0,Full Time,No,Yes,2,travel_rarely,No,2,3,4,2,3
1992,31,F,Unknown,4,Marketing,Other, Sales Executive ,2,12,12,5,7,1,3,3,14,4909.266,11847.33,54680.0,Full Time,Unknown,Yes,29,travel_rarely,No,1,2,4,1,3
1988,35,M,Unknown,3,Unknown,Other, Sales Executive ,2,10,10,7,7,1,2,3,18,4844.17,12594.83,58130.0,Full Time,Unknown,Yes,27,non-travel,Yes,3,3,4,4,3
1988,35,M,Divorced,2,Medical, Research & Development , Manufacturing Director ,2,15,7,1,7,2,6,3,14,4492.84,11681.39,53914.11,Part Time,No,No,2,non-travel,No,2,3,4,3,3
1993,30,F,Single,3,Medical,Other, Manufacturing Director ,3,9,7,0,2,9,3,3,14,8055.83,20945.17,96670.0,Part Time,No,No,47,non-travel,No,4,3,3,2,3
1977,46,F,Married,2,Medical,Other, Healthcare Representative ,2,13,9,3,7,4,2,4,22,4492.84,11681.39,53914.11,Part Time,No,No,21,travel_rarely,Yes,4,3,2,4,4
1978,45,F,Married,4,Unknown,Other, Sales Executive ,2,10,8,5,7,4,3,4,22,4295.0,11167.0,53914.11,Full Time,Unknown,Yes,48,non-travel,No,4,3,3,2,4
1980,43,M,Married,4,Life Sciences,Other, Sales Executive ,2,7,7,7,7,1,5,4,20,4729.17,12295.83,53914.11,Full Time,Unknown,No,2,travel_frequently,No,1,3,4,3,3
1977,46,F,Unknown,3,Life Sciences,Other, Sales Executive ,3,14,8,0,7,5,2,4,21,6095.0,15847.0,73140.0,Part Time,Unknown,No,10,non-travel,Yes,3,3,2,3,3
1983,40,M,Unknown,4,Unknown, Research & Development , Manager ,4,22,19,11,16,2,3,3,11,12783.92,33238.2,153407.07,Full Time,Unknown,Yes,1,travel_rarely,No,1,3,1,1,3
1996,27,F,Single,2,Unknown, Sales , Sales Executive ,2,9,8,0,7,0,5,3,14,4492.84,11681.39,53914.11,Part Time,No,Yes,2,travel_rarely,No,1,4,3,2,2
1981,42,M,Married,3,Medical,Other, Research Director ,3,18,13,5,7,9,3,3,13,8339.32,21682.23,100071.84,Full Time,No,No,6,non-travel,No,3,3,1,2,4
1997,26,M,Married,3,Other,Other, Laboratory Technician ,1,8,7,7,7,0,3,3,18,2342.59,6090.75,28111.13,Part Time,No,Yes,6,travel_frequently,No,3,4,4,1,3
1995,28,M,Married,2,Life Sciences,Other, Sales Executive ,2,7,7,0,7,1,2,3,12,3841.888,11681.39,53914.11,Part Time,Unknown,Yes,1,travel_frequently,No,3,2,4,3,3
1992,31,M,Married,4,Unknown, Research & Development , Research Scientist ,1,6,5,0,3,0,4,3,12,2759.1040000000003,6090.75,28111.13,Part Time,Unknown,Yes,5,travel_rarely,No,3,3,4,3,3
1992,31,M,Unknown,3,Human Resources,Other, Human Resources ,2,8,2,1,0,3,1,3,12,5341.67,13888.33,64100.0,Full Time,No,Yes,2,travel_rarely,No,1,2,1,4,3
1992,31,M,Unknown,4,Unknown, Research & Development , Research Scientist ,1,3,2,2,2,0,2,3,18,2630.92,6090.75,28111.13,Part Time,Unknown,Yes,2,non-travel,No,3,3,4,2,1
1971,52,M,Unknown,4,Medical,Other, Research Scientist ,2,11,8,7,7,2,3,3,15,4117.5,10705.5,49410.0,Part Time,No,No,8,non-travel,Yes,3,2,2,1,2
1995,28,M,Married,4,Medical,Other, Research Scientist ,1,6,3,2,2,5,4,3,13,2342.59,6090.75,28111.13,Part Time,Yes,Yes,2,non-travel,Yes,1,1,4,4,2
1976,47,M,Married,5,Unknown,Other, Research Director ,5,21,3,1,1,4,2,3,11,10194.0,41453.67,191324.62,Full Time,Unknown,Yes,5,travel_rarely,No,4,3,3,2,3
1994,29,M,Unknown,5,Other,Other, Laboratory Technician ,1,4,3,2,2,0,2,3,17,2969.204,8629.83,39830.0,Full Time,No,No,9,non-travel,No,2,2,4,3,3
1986,37,M,Unknown,2,Medical,Other, Manufacturing Director ,2,8,6,0,4,7,2,3,16,5289.17,13751.83,63470.0,Full Time,No,No,5,non-travel,No,4,3,4,3,2
2000,23,M,Unknown,1,Unknown,Other, Research Scientist ,1,5,4,0,2,1,2,3,12,2554.388,6292.0,29040.0,Full Time,Unknown,No,22,non-travel,No,3,3,4,3,2
1981,42,M,Divorced,1,Unknown, Human Resources , Human Resources ,1,4,3,1,0,0,5,3,11,2246.67,5841.33,26960.0,Part Time,Yes,Yes,2,travel_rarely,No,3,3,3,3,3
1993,30,F,Unknown,2,Unknown, Sales , Sales Executive ,2,4,2,2,2,7,2,3,12,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,28,non-travel,No,4,3,3,2,4
2002,21,F,Single,1,Unknown,Other, Sales Representative ,1,3,3,1,2,1,3,3,11,1811.67,4710.33,21740.0,Part Time,Unknown,No,1,non-travel,Yes,1,2,2,3,3
1966,57,M,Unknown,4,Medical,Other, Healthcare Representative ,2,13,3,1,2,2,2,3,11,5629.17,14635.83,67550.0,Full Time,No,No,1,travel_rarely,No,4,3,3,3,3
2002,21,M,Single,2,Unknown,Other, Sales Representative ,1,3,3,2,2,1,3,4,24,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,9,non-travel,No,1,3,4,3,2
1992,31,M,Unknown,4,Life Sciences,Other, Research Scientist ,1,3,2,2,2,0,5,3,16,2214.17,5756.83,26570.0,Part Time,Unknown,No,9,travel_rarely,No,3,2,2,4,3
1994,29,M,Unknown,3,Unknown, Research & Development , Research Scientist ,1,6,3,1,2,9,4,3,16,2989.956,6090.75,28111.13,Part Time,No,Yes,23,non-travel,No,4,3,4,4,3
1996,27,M,Unknown,2,Unknown,Other, Laboratory Technician ,1,5,5,0,4,1,2,3,11,2772.6400000000003,6090.75,28111.13,Part Time,No,Yes,1,travel_rarely,No,4,3,2,2,3
1974,49,M,Single,3,Other,Other, Healthcare Representative ,3,20,5,0,0,8,2,4,24,7311.001999999999,23757.5,109650.0,Full Time,No,No,7,travel_rarely,No,2,2,3,3,3
1987,36,F,Married,3,Unknown,Other, Research Scientist ,1,10,2,2,2,4,3,3,13,2119.17,5509.83,53914.11,Full Time,No,Yes,2,travel_rarely,No,4,3,3,2,3
1989,34,M,Unknown,3,Marketing,Other, Sales Executive ,2,10,5,0,4,8,3,3,13,4420.0,11492.0,53914.11,Full Time,Yes,Yes,37,non-travel,Yes,1,4,4,2,2
1999,24,F,Divorced,4,Marketing,Other, Sales Executive ,2,5,5,0,3,1,2,3,12,4492.84,11681.39,53914.11,Part Time,Yes,Yes,32,non-travel,No,4,3,3,4,4
1981,42,F,Unknown,4,Unknown,Other, Laboratory Technician ,1,8,5,1,2,3,5,3,16,2342.59,6090.75,28111.13,Part Time,No,Yes,1,non-travel,No,2,3,1,2,3
1969,54,M,Married,2,Medical,Other, Research Director ,5,24,4,1,2,4,4,3,11,16171.67,42046.33,53914.11,Full Time,Unknown,Yes,5,non-travel,No,1,3,1,3,2
1989,34,F,Married,4,Unknown,Other, Sales Executive ,2,10,3,1,2,9,3,3,15,4640.234,14165.67,65380.0,Full Time,No,Yes,4,non-travel,No,3,3,3,1,3
1980,43,M,Unknown,3,Unknown,Other, Laboratory Technician ,1,10,3,1,2,7,1,4,20,1881.67,4892.33,22580.0,Part Time,Unknown,Yes,21,non-travel,No,4,3,4,1,3
1980,43,F,Unknown,4,Other,Other, Healthcare Representative ,2,8,5,0,2,4,3,3,14,4492.84,11681.39,53914.11,Full Time,Yes,Yes,8,travel_rarely,No,3,3,3,4,3
1992,31,M,Married,2,Unknown,Other, Laboratory Technician ,1,4,4,3,2,1,3,3,12,1848.33,4805.67,53914.11,Full Time,No,Yes,1,travel_rarely,No,4,2,1,3,3
1998,25,M,Married,3,Medical,Other, Laboratory Technician ,1,6,2,0,2,5,5,3,13,2353.702,6090.75,28111.13,Part Time,No,Yes,3,travel_rarely,Yes,1,3,1,3,3
1978,45,M,Married,2,Life Sciences,Other, Research Scientist ,1,8,2,0,2,3,3,3,21,3176.5060000000003,5750.33,26540.0,Part Time,No,Yes,10,non-travel,No,1,3,4,4,2
1978,45,M,Married,2,Medical,Other, Healthcare Representative ,4,21,20,4,10,0,2,3,14,12783.92,33238.2,153407.07,Full Time,Yes,Yes,33,travel_rarely,No,3,3,4,2,3
1976,47,M,Married,4,Life Sciences,Other, Manager ,3,14,10,9,9,1,2,3,12,5961.726000000001,21682.23,100071.84,Part Time,Unknown,No,29,non-travel,Yes,1,3,2,4,2
1988,35,F,Divorced,3,Life Sciences,Other, Manager ,3,10,7,6,2,7,6,3,18,8339.32,21682.23,53914.11,Full Time,Unknown,Yes,38,non-travel,No,2,4,2,2,2
1994,29,M,Single,2,Unknown,Other, Sales Executive ,2,10,10,0,9,1,3,3,18,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,2,travel_frequently,No,2,3,4,1,3
1968,55,M,Married,2,Technical Degree, Research & Development , Laboratory Technician ,2,12,10,0,8,3,4,3,19,4492.84,11681.39,53914.11,Full Time,Unknown,Yes,17,travel_rarely,No,1,3,4,4,3
1997,26,M,Single,4,Unknown,Other, Sales Executive ,2,8,8,7,4,1,0,3,12,4138.804,12627.33,58280.0,Full Time,Unknown,Yes,4,travel_rarely,Yes,4,2,4,2,3
1992,31,M,Unknown,3,Technical Degree,Other, Sales Executive ,2,10,8,7,7,4,3,3,11,5923.45,11681.39,53914.11,Part Time,Unknown,No,7,travel_rarely,No,2,4,4,2,2
1980,43,F,Unknown,4,Life Sciences,Other, Laboratory Technician ,1,8,8,1,7,0,5,3,19,2045.83,5319.17,24550.0,Part Time,No,No,10,travel_frequently,No,3,3,4,1,3
1992,31,M,Unknown,3,Marketing,Other, Sales Executive ,2,13,7,1,7,4,3,3,12,4492.84,11681.39,53914.11,Full Time,Unknown,Yes,7,travel_rarely,No,4,3,4,4,3
1991,32,F,Single,4,Medical,Other, Research Scientist ,2,11,7,0,7,7,0,3,16,4449.136,10952.5,50550.0,Part Time,Unknown,No,2,non-travel,No,1,4,4,3,2
1990,33,M,Unknown,3,Unknown,Other, Sales Executive ,2,12,7,0,1,3,6,3,14,3901.67,10144.33,53914.11,Full Time,No,Yes,10,non-travel,No,2,2,4,3,2
1980,43,F,Divorced,4,Life Sciences, Research & Development , Laboratory Technician ,2,9,9,0,0,1,3,3,11,4380.83,11390.17,53914.11,Full Time,No,No,30,travel_frequently,No,3,2,3,2,4
1994,29,M,Unknown,4,Unknown,Other, Laboratory Technician ,1,7,7,0,7,1,4,3,11,1765.83,4591.17,53914.11,Full Time,Unknown,Yes,8,travel_rarely,Yes,2,1,1,4,2
1996,27,F,Unknown,4,Unknown, Sales , Sales Executive ,2,8,8,0,7,1,3,3,18,4492.84,11681.39,53914.11,Part Time,No,Yes,12,non-travel,No,2,3,2,1,3
1994,29,F,Divorced,1,Unknown,Other, Sales Executive ,2,7,7,1,7,1,2,3,14,4492.84,11681.39,53914.11,Full Time,Yes,Yes,10,travel_rarely,No,4,2,2,1,3
1986,37,M,Divorced,3,Medical,Other, Research Scientist ,2,13,7,6,7,4,2,3,13,4926.166,12943.67,59740.0,Full Time,Unknown,Yes,6,non-travel,No,3,4,1,1,3
1997,26,M,Unknown,3,Unknown,Other, Sales Executive ,2,8,8,7,7,1,3,3,17,3708.754,11681.39,53914.11,Part Time,Unknown,No,1,travel_rarely,No,3,3,3,2,3
1983,40,F,Married,4,Life Sciences,Other, Laboratory Technician ,1,12,7,1,7,3,3,3,13,3645.3380000000006,6090.75,28111.13,Part Time,Yes,Yes,10,travel_rarely,No,4,4,3,3,3
1982,41,M,Unknown,3,Unknown,Other, Sales Executive ,2,8,8,7,7,1,5,3,18,4492.84,11681.39,53914.11,Part Time,No,Yes,4,non-travel,Yes,1,3,2,3,3
1972,51,F,Unknown,2,Unknown,Other, Sales Executive ,2,18,7,0,7,4,2,3,11,8000.538,11681.39,53914.11,Part Time,No,No,31,travel_rarely,No,3,3,4,3,2
1986,37,F,Unknown,3,Unknown,Other, Laboratory Technician ,1,18,18,12,17,1,2,3,12,2528.33,6573.67,30340.0,Full Time,No,No,14,non-travel,No,4,3,1,3,2
1967,56,F,Married,3,Life Sciences,Other, Sales Executive ,4,36,7,7,7,9,0,3,11,11010.0,28626.0,132120.0,Full Time,No,Yes,6,non-travel,No,3,4,1,4,2
1982,41,M,Married,3,Marketing, Sales , Sales Executive ,3,10,10,0,7,1,2,3,16,6993.33,18182.67,83920.0,Part Time,Unknown,Yes,1,travel_rarely,No,2,4,1,3,3
1977,46,F,Unknown,3,Medical,Other, Manufacturing Director ,2,19,10,0,8,2,5,3,14,4492.84,11681.39,53914.11,Full Time,No,No,18,non-travel,No,3,3,3,3,2
1993,30,F,Single,3,Unknown,Other, Laboratory Technician ,1,12,11,6,7,0,2,3,14,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,2,non-travel,No,3,3,4,3,2
1988,35,M,Unknown,3,Life Sciences,Other, Healthcare Representative ,3,10,8,0,0,4,2,3,12,5870.364,21682.23,100071.84,Part Time,Yes,Yes,16,travel_rarely,No,4,3,3,3,3
1975,48,F,Married,5,Unknown,Other, Sales Executive ,2,14,9,6,7,2,2,3,14,3375.83,8777.17,40510.0,Part Time,No,Yes,2,travel_rarely,No,2,3,4,1,3
1978,45,M,Unknown,3,Other,Other, Sales Executive ,2,9,8,3,7,0,3,3,19,5513.236,10410.83,48050.0,Part Time,No,No,2,travel_rarely,No,4,3,2,2,4
1997,26,F,Unknown,4,Life Sciences,Other, Human Resources ,1,8,7,1,0,0,2,3,11,3008.1040000000003,5938.83,27410.0,Part Time,Yes,Yes,17,travel_frequently,Yes,2,3,3,2,3
1982,41,F,Single,4,Other,Other, Healthcare Representative ,2,10,8,0,7,2,3,3,17,4492.84,11681.39,53914.11,Part Time,Yes,Yes,2,non-travel,No,1,2,3,1,3
1989,34,M,Single,4,Unknown,Other, Sales Executive ,2,10,10,5,7,1,3,3,12,3156.754,11563.5,53370.0,Part Time,Unknown,No,21,non-travel,No,4,4,4,4,3
1992,31,M,Divorced,4,Medical,Other, Sales Executive ,2,13,7,5,7,4,4,4,22,4193.634,11681.39,53914.11,Part Time,No,Yes,29,travel_rarely,No,1,4,4,4,4
1980,43,M,Divorced,5,Unknown,Other, Laboratory Technician ,2,10,8,4,7,3,3,3,13,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,9,travel_frequently,No,4,3,3,2,3
1970,53,F,Single,1,Unknown, Sales , Sales Executive ,2,18,14,8,10,7,2,4,20,8903.678,11681.39,53914.11,Part Time,Unknown,No,1,non-travel,No,4,3,1,4,4
1986,37,M,Married,3,Other,Other, Manufacturing Director ,3,12,10,7,8,1,2,3,15,7861.67,20440.33,94340.0,Part Time,No,Yes,3,travel_rarely,No,3,3,3,3,3
1969,54,M,Unknown,4,Unknown,Other, Human Resources ,3,16,9,7,1,2,1,3,15,8339.32,21682.23,100071.84,Part Time,Unknown,No,24,non-travel,No,3,3,2,3,4
1985,38,F,Unknown,4,Marketing, Sales , Sales Executive ,2,8,7,0,5,0,2,3,20,4492.84,11681.39,53914.11,Part Time,No,Yes,7,travel_rarely,No,4,2,4,1,3
1994,29,M,Divorced,4,Life Sciences, Research & Development , Research Scientist ,1,10,10,2,8,1,5,3,18,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,1,non-travel,No,2,1,4,4,3
1989,34,F,Unknown,3,Medical,Other, Healthcare Representative ,3,9,8,7,7,1,3,3,14,8339.32,21682.23,100071.84,Full Time,Unknown,Yes,9,non-travel,No,4,2,2,2,4
1984,39,F,Single,4,Technical Degree,Other, Healthcare Representative ,2,20,20,11,10,1,4,3,11,4492.84,11681.39,53914.11,Part Time,No,No,2,non-travel,No,4,2,3,1,3
1991,32,M,Unknown,3,Marketing,Other, Sales Executive ,2,10,10,0,8,1,2,3,12,4496.67,11691.33,53914.11,Full Time,Unknown,Yes,10,non-travel,No,4,3,4,4,2
1985,38,F,Unknown,4,Life Sciences,Other, Healthcare Representative ,2,10,9,1,8,0,4,3,13,4492.84,11681.39,53914.11,Part Time,Unknown,No,1,travel_rarely,No,2,4,4,3,3
1996,27,F,Married,2,Life Sciences,Other, Manufacturing Director ,3,9,9,0,7,1,3,3,11,8401.394,21682.23,100071.84,Part Time,Unknown,No,1,travel_rarely,No,3,3,1,4,3
1991,32,F,Single,2,Life Sciences,Other, Research Director ,3,10,7,7,7,3,6,3,15,6992.697999999999,24177.83,111590.0,Full Time,Unknown,No,3,travel_rarely,No,3,3,4,4,3
1976,47,M,Single,4,Marketing,Other, Sales Executive ,2,20,7,1,7,2,2,3,12,5315.87,10746.67,49600.0,Part Time,Unknown,No,14,non-travel,No,4,3,1,4,3
1996,27,M,Unknown,2,Unknown,Other, Manufacturing Director ,3,9,9,1,7,1,4,4,21,7327.5,19051.5,87930.0,Part Time,No,Yes,10,travel_frequently,No,4,3,1,3,2
1982,41,M,Unknown,3,Unknown,Other, Manager ,5,22,22,2,10,1,3,3,12,15990.83,41576.17,191890.0,Full Time,No,No,1,non-travel,No,4,2,3,2,3
1995,28,F,Unknown,2,Unknown, Research & Development , Research Scientist ,1,10,7,3,7,7,4,3,13,3435.4020000000005,4801.33,22160.0,Part Time,Yes,Yes,1,non-travel,Yes,1,1,2,4,3
1987,36,F,Married,3,Unknown, Research & Development , Research Director ,3,10,8,0,5,9,2,3,14,9760.83,25378.17,117130.0,Full Time,Unknown,No,8,non-travel,No,1,4,1,1,3
1993,30,M,Divorced,5,Marketing,Other, Sales Executive ,2,10,8,7,7,7,2,3,23,4420.0,11492.0,53040.0,Part Time,No,No,35,non-travel,No,3,3,4,4,2
1967,56,M,Married,3,Unknown,Other, Healthcare Representative ,4,30,10,1,1,7,1,3,11,9252.5,24056.5,111030.0,Full Time,No,Yes,9,travel_rarely,No,3,3,4,3,2
1978,45,M,Single,2,Unknown,Other, Sales Representative ,2,9,8,3,1,0,3,3,13,5526.67,14369.33,66320.0,Full Time,No,Yes,2,travel_rarely,No,2,1,3,1,3
1987,36,M,Single,4,Unknown,Other, Sales Executive ,3,10,10,0,9,1,1,3,15,6322.5,16438.5,75870.0,Part Time,Unknown,Yes,8,non-travel,No,1,2,1,2,3
1994,29,F,Married,3,Medical,Other, Healthcare Representative ,2,11,8,1,1,4,3,3,12,3612.5,9392.5,43350.0,Part Time,No,Yes,27,non-travel,No,2,3,3,1,2
1985,38,F,Single,4,Life Sciences,Other, Manufacturing Director ,2,17,15,4,12,6,2,3,12,4983.33,12956.67,59800.0,Full Time,Unknown,No,2,non-travel,No,1,4,1,4,3
1983,40,F,Unknown,2,Medical,Other, Healthcare Representative ,2,8,8,3,7,1,2,4,24,4338.802000000001,9195.33,42440.0,Part Time,No,Yes,2,non-travel,No,3,4,2,4,3
1981,42,M,Unknown,3,Unknown,Other, Manager ,5,24,24,14,9,1,4,3,13,13873.772,41453.67,191324.62,Full Time,No,Yes,8,travel_frequently,No,2,3,4,2,2
1987,36,F,Unknown,3,Other,Other, Manufacturing Director ,2,10,9,0,5,0,2,3,15,4356.67,11327.33,52280.0,Part Time,Unknown,Yes,1,travel_rarely,No,3,3,2,1,3
1994,29,M,Married,2,Unknown,Other, Research Scientist ,1,10,10,0,7,1,3,4,24,2250.0,5850.0,27000.0,Part Time,Unknown,No,23,travel_rarely,No,3,4,3,3,3
1968,55,M,Single,1,Medical,Other, Sales Executive ,2,26,9,7,3,4,3,3,16,4492.84,11681.39,53914.11,Full Time,Unknown,Yes,2,non-travel,Yes,3,3,4,3,2
1995,28,F,Unknown,4,Unknown, Sales , Sales Executive ,2,8,8,7,5,1,2,4,20,4492.84,11681.39,53914.11,Part Time,Unknown,No,43,non-travel,No,4,3,2,1,3
1997,26,F,Married,2,Medical,Other, Research Scientist ,1,8,8,1,7,1,2,3,14,1971.67,5126.33,23660.0,Part Time,Unknown,Yes,5,non-travel,Yes,3,2,3,1,3
1979,44,M,Unknown,2,Unknown,Other, Research Scientist ,1,8,8,7,1,1,0,3,13,4926.618,6090.75,28111.13,Part Time,Yes,No,9,non-travel,No,2,3,1,4,3
1982,41,F,Divorced,4,Life Sciences, Research & Development , Laboratory Technician ,1,12,7,1,0,4,1,3,13,3832.27,6090.75,28111.13,Part Time,Yes,Yes,2,non-travel,Yes,2,1,4,3,2
1992,31,M,Unknown,4,Unknown,Other, Sales Representative ,1,12,7,5,2,3,2,3,15,3763.584,5046.17,23290.0,Part Time,Unknown,Yes,7,travel_rarely,No,2,2,3,2,4
1997,26,M,Unknown,3,Medical, Sales , Sales Executive ,2,8,7,0,7,1,2,3,12,3578.33,9303.67,42940.0,Part Time,Unknown,Yes,1,travel_frequently,No,3,2,1,2,3
1992,31,F,Unknown,3,Medical,Other, Healthcare Representative ,2,10,9,8,5,0,2,3,11,5716.636,11681.39,53914.11,Part Time,Unknown,Yes,12,non-travel,No,4,3,4,3,1
1991,32,F,Married,4,Medical,Other, Manufacturing Director ,2,8,8,6,3,1,2,3,12,4960.518,14570.83,67250.0,Full Time,Unknown,Yes,3,non-travel,No,3,3,1,3,4
1987,36,M,Married,1,Life Sciences,Other, Sales Executive ,3,17,16,3,7,1,6,3,11,8604.17,22370.83,103250.0,Full Time,Unknown,No,3,travel_rarely,Yes,3,2,4,1,3
1978,45,M,Unknown,2,Unknown,Other, Laboratory Technician ,2,10,9,0,8,1,5,3,12,3705.83,9635.17,44470.0,Part Time,Unknown,Yes,4,non-travel,No,3,3,2,2,2
1984,39,M,Single,5,Unknown,Other, Sales Executive ,3,9,8,0,7,0,3,3,18,5050.938,21682.23,100071.84,Part Time,No,Yes,13,travel_rarely,No,1,4,3,4,3
1987,36,M,Divorced,4,Technical Degree,Other, Sales Executive ,2,12,7,0,7,4,3,3,13,4492.84,11681.39,53914.11,Part Time,No,Yes,8,non-travel,No,1,3,4,4,3
1977,46,M,Unknown,2,Medical,Other, Manufacturing Director ,3,14,8,0,7,6,3,3,13,9037.5,23497.5,108450.0,Full Time,Unknown,No,7,non-travel,No,4,3,3,2,3
